State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Region
Madhya Pradesh,2020,1,Merchant payments,24618074,9898242848.257929,Central Region
Madhya Pradesh,2020,1,Recharge & bill payments,19788516,6311610609.846225,Central Region
Madhya Pradesh,2020,1,Financial Services,68055,30645714.401902907,Central Region
Madhya Pradesh,2020,1,Others,351379,170790656.3033978,Central Region
Madhya Pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.7977,Central Region
Madhya Pradesh,2020,2,Recharge & bill payments,27497528,8904067957.012121,Central Region
Madhya Pradesh,2020,2,Merchant payments,13685723,10666223053.63472,Central Region
Madhya Pradesh,2020,2,Financial Services,80988,62073621.44351514,Central Region
Madhya Pradesh,2020,2,Others,215376,104956802.1743797,Central Region
Madhya Pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.2865,Central Region
Madhya Pradesh,2020,3,Merchant payments,31879804,20621273981.659657,Central Region
Madhya Pradesh,2020,3,Recharge & bill payments,25380467,9834190567.205517,Central Region
Madhya Pradesh,2020,3,Financial Services,131725,122971108.0706019,Central Region
Madhya Pradesh,2020,3,Others,316321,144259293.3158339,Central Region
Madhya Pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.2234,Central Region
Madhya Pradesh,2020,4,Merchant payments,57707471,37315576877.14569,Central Region
Madhya Pradesh,2020,4,Recharge & bill payments,27335834,10977774483.32556,Central Region
Madhya Pradesh,2020,4,Financial Services,149532,132590450.0707424,Central Region
Madhya Pradesh,2020,4,Others,487537,264996097.6059612,Central Region
Madhya Pradesh,2021,1,Merchant payments,84812245,50098244499.506615,Central Region
Madhya Pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171,Central Region
Madhya Pradesh,2021,1,Recharge & bill payments,32500681,13060914041.0394,Central Region
Madhya Pradesh,2021,1,Financial Services,169378,161838389.7954778,Central Region
Madhya Pradesh,2021,1,Others,445569,274786748.1299523,Central Region
Madhya Pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.1048,Central Region
Madhya Pradesh,2021,2,Merchant payments,77113464,58839392449.9937,Central Region
Madhya Pradesh,2021,2,Recharge & bill payments,46118636,17230546398.84866,Central Region
Madhya Pradesh,2021,2,Financial Services,188726,177313389.66602692,Central Region
Madhya Pradesh,2021,2,Others,526333,317753606.0115695,Central Region
Madhya Pradesh,2021,3,Merchant payments,138433772,85885669792.43228,Central Region
Madhya Pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.4574,Central Region
Madhya Pradesh,2021,3,Recharge & bill payments,44437315,19025346050.62772,Central Region
Madhya Pradesh,2021,3,Financial Services,174454,180366422.5824598,Central Region
Madhya Pradesh,2021,3,Others,742972,408508699.4365407,Central Region
Madhya Pradesh,2021,4,Merchant payments,197193842,126461098235.02321,Central Region
Madhya Pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.3588,Central Region
Madhya Pradesh,2021,4,Recharge & bill payments,46220966,22492766779.15663,Central Region
Madhya Pradesh,2021,4,Financial Services,247925,246488171.3779264,Central Region
Madhya Pradesh,2021,4,Others,996331,568617375.5894115,Central Region
Madhya Pradesh,2022,1,Merchant payments,237691924,143310226696.7226,Central Region
Madhya Pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.7521,Central Region
Madhya Pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26215,Central Region
Madhya Pradesh,2022,1,Financial Services,222923,219927120.15944028,Central Region
Madhya Pradesh,2022,1,Others,909453,495513514.75128734,Central Region
Madhya Pradesh,2022,2,Merchant payments,287616385,174183397721.35928,Central Region
Madhya Pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.3412,Central Region
Madhya Pradesh,2022,2,Recharge & bill payments,54318983,29125694281.81933,Central Region
Madhya Pradesh,2022,2,Financial Services,157672,153944499.7449031,Central Region
Madhya Pradesh,2022,2,Others,713506,381178326.3209058,Central Region
Madhya Pradesh,2022,3,Merchant payments,391105651,212445928287.3991,Central Region
Madhya Pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.3962,Central Region
Madhya Pradesh,2022,3,Recharge & bill payments,72148870,39132574047.51802,Central Region
Madhya Pradesh,2022,3,Financial Services,240678,236981163.63162848,Central Region
Madhya Pradesh,2022,3,Others,750665,442608716.71893203,Central Region
Madhya Pradesh,2022,4,Merchant payments,492999084,272801597092.4764,Central Region
Madhya Pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.6544,Central Region
Madhya Pradesh,2022,4,Recharge & bill payments,79289399,45143248068.817345,Central Region
Madhya Pradesh,2022,4,Financial Services,286931,278304972.6470296,Central Region
Madhya Pradesh,2022,4,Others,785003,521508120.7286146,Central Region
Maharashtra,2018,1,Recharge & bill payments,9670237,2283567431.2235346,Western Region
Maharashtra,2018,1,Peer-to-peer payments,5227770,18283896464.7509,Western Region
Maharashtra,2018,1,Merchant payments,616779,576964070.7366859,Western Region
Maharashtra,2018,1,Financial Services,235051,60997258.06029972,Western Region
Maharashtra,2018,1,Others,637197,506188032.9539564,Western Region
Maharashtra,2018,2,Recharge & bill payments,12384216,3725800358.6814823,Western Region
Maharashtra,2018,2,Peer-to-peer payments,7772336,30782831245.6586,Western Region
Maharashtra,2018,2,Merchant payments,1306326,1226121649.498959,Western Region
Maharashtra,2018,2,Financial Services,262875,85545909.43528841,Western Region
Maharashtra,2018,2,Others,559987,536758077.84638786,Western Region
Maharashtra,2018,3,Recharge & bill payments,14371791,4547486090.186737,Western Region
Maharashtra,2018,3,Peer-to-peer payments,13470065,45466534003.980484,Western Region
Maharashtra,2018,3,Merchant payments,2797204,1702220875.434385,Western Region
Maharashtra,2018,3,Financial Services,234598,52348968.006728604,Western Region
Maharashtra,2018,3,Others,664880,492227795.6386977,Western Region
Maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019.10294,Western Region
Maharashtra,2018,4,Recharge & bill payments,18071025,5860865070.470685,Western Region
Maharashtra,2018,4,Merchant payments,6047705,3985195742.248014,Western Region
Maharashtra,2018,4,Financial Services,325121,77345546.53012432,Western Region
Maharashtra,2018,4,Others,821705,621519669.4818641,Western Region
Maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988.0887,Western Region
Maharashtra,2019,1,Recharge & bill payments,24540041,8256500586.651281,Western Region
Maharashtra,2019,1,Merchant payments,12069119,5172594695.5318,Western Region
Maharashtra,2019,1,Financial Services,287569,49487746.20873056,Western Region
Maharashtra,2019,1,Others,821624,569019903.8604957,Western Region
Maharashtra,2019,2,Peer-to-peer payments,42546317,130558153687.95421,Western Region
Maharashtra,2019,2,Recharge & bill payments,29395661,12197234771.43427,Western Region
Maharashtra,2019,2,Merchant payments,27854042,9728561726.767143,Western Region
Maharashtra,2019,2,Financial Services,182840,45291636.105074815,Western Region
Maharashtra,2019,2,Others,1170993,765228265.7976472,Western Region
Maharashtra,2019,3,Peer-to-peer payments,57991699,165731686168.55753,Western Region
Maharashtra,2019,3,Merchant payments,54683738,17545729507.39597,Western Region
Maharashtra,2019,3,Recharge & bill payments,34309301,15471698543.73959,Western Region
Maharashtra,2019,3,Financial Services,231467,54108447.39407451,Western Region
Maharashtra,2019,3,Others,1519376,814284077.8637519,Western Region
Maharashtra,2019,4,Merchant payments,80127804,27209874138.487553,Western Region
Maharashtra,2019,4,Peer-to-peer payments,78795871,227268054757.21692,Western Region
Maharashtra,2019,4,Recharge & bill payments,40705998,17794666215.04444,Western Region
Maharashtra,2019,4,Financial Services,129755,49622863.824426055,Western Region
Maharashtra,2019,4,Others,1501192,672210824.9770112,Western Region
Maharashtra,2020,1,Merchant payments,100337738,35200130304.82776,Western Region
Maharashtra,2020,1,Peer-to-peer payments,87067410,262541205695.8384,Western Region
Maharashtra,2020,1,Recharge & bill payments,50199498,21603565070.425602,Western Region
Maharashtra,2020,1,Financial Services,123476,91363684.1276232,Western Region
Maharashtra,2020,1,Others,1215959,558931962.876125,Western Region
Maharashtra,2020,2,Peer-to-peer payments,74295930,239933338682.6934,Western Region
Maharashtra,2020,2,Recharge & bill payments,60856480,23112343247.416138,Western Region
Maharashtra,2020,2,Merchant payments,48965388,32859184582.21904,Western Region
Maharashtra,2020,2,Financial Services,206461,211733275.7829895,Western Region
Maharashtra,2020,2,Others,466502,242917371.3033281,Western Region
Maharashtra,2020,3,Peer-to-peer payments,108436214,351555554813.2122,Western Region
Maharashtra,2020,3,Merchant payments,100808237,60171102123.94888,Western Region
Maharashtra,2020,3,Recharge & bill payments,58082283,27915727882.59293,Western Region
Maharashtra,2020,3,Financial Services,325453,333669599.6188361,Western Region
Maharashtra,2020,3,Others,658737,331024593.0721529,Western Region
Maharashtra,2020,4,Merchant payments,189845640,103804638603.7461,Western Region
Maharashtra,2020,4,Peer-to-peer payments,151741840,485747881733.82294,Western Region
Maharashtra,2020,4,Recharge & bill payments,64556682,31556917821.77767,Western Region
Maharashtra,2020,4,Financial Services,398409,418399992.53957707,Western Region
Maharashtra,2020,4,Others,1078433,627692680.4078207,Western Region
Maharashtra,2021,1,Merchant payments,253043309,129493046208.1572,Western Region
Maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.7993,Western Region
Maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.159615,Western Region
Maharashtra,2021,1,Financial Services,439551,492900202.6831521,Western Region
Maharashtra,2021,1,Others,966668,630909553.4508264,Western Region
Maharashtra,2021,2,Merchant payments,247194293,150864465217.023,Western Region
Maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.5271,Western Region
Maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.44597,Western Region
Maharashtra,2021,2,Financial Services,504252,536780917.03591573,Western Region
Maharashtra,2021,2,Others,1094842,699738247.6695637,Western Region
Maharashtra,2021,3,Merchant payments,390051884,216701984638.98932,Western Region
Maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.5576,Western Region
Maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.05604,Western Region
Maharashtra,2021,3,Financial Services,448646,579098938.658318,Western Region
Maharashtra,2021,3,Others,1477851,873324624.1826177,Western Region
Maharashtra,2021,4,Merchant payments,540351277,305512280091.4157,Western Region
Maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.222,Western Region
Maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.43887,Western Region
Maharashtra,2021,4,Financial Services,606265,707102765.3058928,Western Region
Maharashtra,2021,4,Others,1918093,1188658731.117536,Western Region
Maharashtra,2022,1,Merchant payments,646277671,340240479374.3683,Western Region
Maharashtra,2022,1,Peer-to-peer payments,411989717,1274889182430.209,Western Region
Maharashtra,2022,1,Recharge & bill payments,108896881,64507860103.55089,Western Region
Maharashtra,2022,1,Financial Services,583243,677612619.2786882,Western Region
Maharashtra,2022,1,Others,1758926,1084139453.7274752,Western Region
Maharashtra,2022,2,Merchant payments,810961772,428469294407.1603,Western Region
Maharashtra,2022,2,Peer-to-peer payments,470258043,1501201968773.811,Western Region
Maharashtra,2022,2,Recharge & bill payments,124280427,75110969246.16316,Western Region
Maharashtra,2022,2,Financial Services,490152,559321829.4503716,Western Region
Maharashtra,2022,2,Others,1542719,930827919.3035389,Western Region
Maharashtra,2022,3,Merchant payments,876618082,432250721734.13074,Western Region
Maharashtra,2022,3,Peer-to-peer payments,483481713,1434565548650.913,Western Region
Maharashtra,2022,3,Recharge & bill payments,124545840,79360150487.36568,Western Region
Maharashtra,2022,3,Financial Services,521362,571583115.6687979,Western Region
Maharashtra,2022,3,Others,1222420,831183386.4681726,Western Region
Maharashtra,2022,4,Merchant payments,1025666187,502660888415.46185,Western Region
Maharashtra,2022,4,Peer-to-peer payments,535142126,1622619308526.9612,Western Region
Maharashtra,2022,4,Recharge & bill payments,126118544,83576414221.03232,Western Region
Maharashtra,2022,4,Financial Services,620124,699276779.1906543,Western Region
Maharashtra,2022,4,Others,1228291,914951674.4842073,Western Region
Manipur,2018,1,Recharge & bill payments,50212,6463184.554711691,North-Eastern Region
Manipur,2018,1,Peer-to-peer payments,26382,115495173.5579644,North-Eastern Region
Manipur,2018,1,Financial Services,2660,412579.53985461866,North-Eastern Region
Manipur,2018,1,Merchant payments,1614,3616475.6407912206,North-Eastern Region
Manipur,2018,1,Others,3201,2058760.6368871084,North-Eastern Region
Manipur,2018,2,Recharge & bill payments,77991,11541247.78442091,North-Eastern Region
Manipur,2018,2,Peer-to-peer payments,60365,232157389.79148027,North-Eastern Region
Manipur,2018,2,Financial Services,5992,1241901.2660397931,North-Eastern Region
Manipur,2018,2,Merchant payments,4041,5366759.827729835,North-Eastern Region
Manipur,2018,2,Others,3332,2902422.6498233806,North-Eastern Region
Manipur,2018,3,Peer-to-peer payments,95204,357768750.1845896,North-Eastern Region
Manipur,2018,3,Recharge & bill payments,81323,13912990.484925142,North-Eastern Region
Manipur,2018,3,Merchant payments,7396,9180953.977358334,North-Eastern Region
Manipur,2018,3,Financial Services,2577,333081.6368315,North-Eastern Region
Manipur,2018,3,Others,2758,2135468.510417797,North-Eastern Region
Manipur,2018,4,Recharge & bill payments,113507,18898063.28238317,North-Eastern Region
Manipur,2018,4,Peer-to-peer payments,104872,562009595.9601889,North-Eastern Region
Manipur,2018,4,Merchant payments,13333,20685433.284307167,North-Eastern Region
Manipur,2018,4,Financial Services,1452,307325.2437723951,North-Eastern Region
Manipur,2018,4,Others,2946,3783141.5353601985,North-Eastern Region
Manipur,2019,1,Peer-to-peer payments,127067,619919870.7455351,North-Eastern Region
Manipur,2019,1,Recharge & bill payments,120000,22106830.36914923,North-Eastern Region
Manipur,2019,1,Merchant payments,15190,14580183.380707521,North-Eastern Region
Manipur,2019,1,Financial Services,800,174777.17283837448,North-Eastern Region
Manipur,2019,1,Others,2352,3116398.755848917,North-Eastern Region
Manipur,2019,2,Peer-to-peer payments,120153,679785849.1398684,North-Eastern Region
Manipur,2019,2,Recharge & bill payments,116500,23573234.27306028,North-Eastern Region
Manipur,2019,2,Merchant payments,18044,15996651.145700552,North-Eastern Region
Manipur,2019,2,Financial Services,387,91955.01538259834,North-Eastern Region
Manipur,2019,2,Others,2341,3342252.5754885403,North-Eastern Region
Manipur,2019,3,Recharge & bill payments,180057,36634657.049143404,North-Eastern Region
Manipur,2019,3,Peer-to-peer payments,144965,803335616.6325191,North-Eastern Region
Manipur,2019,3,Merchant payments,17683,20490224.44304125,North-Eastern Region
Manipur,2019,3,Financial Services,358,367865.7884662621,North-Eastern Region
Manipur,2019,3,Others,1945,2723638.649764262,North-Eastern Region
Manipur,2019,4,Recharge & bill payments,212136,44202546.5739608,North-Eastern Region
Manipur,2019,4,Peer-to-peer payments,211927,1123258478.445069,North-Eastern Region
Manipur,2019,4,Merchant payments,23094,30486780.44638214,North-Eastern Region
Manipur,2019,4,Financial Services,548,240641.7657683481,North-Eastern Region
Manipur,2019,4,Others,1639,2709234.857456133,North-Eastern Region
Manipur,2020,1,Peer-to-peer payments,451733,2458093401.740467,North-Eastern Region
Manipur,2020,1,Recharge & bill payments,285234,62688260.37954809,North-Eastern Region
Manipur,2020,1,Merchant payments,78067,74202067.0664826,North-Eastern Region
Manipur,2020,1,Financial Services,622,354184.4660589617,North-Eastern Region
Manipur,2020,1,Others,3145,3252467.2243867153,North-Eastern Region
Manipur,2020,2,Peer-to-peer payments,533206,2980242535.0754433,North-Eastern Region
Manipur,2020,2,Recharge & bill payments,450830,107589094.2989046,North-Eastern Region
Manipur,2020,2,Merchant payments,92110,106540409.2988668,North-Eastern Region
Manipur,2020,2,Financial Services,1676,1457570.8004862315,North-Eastern Region
Manipur,2020,2,Others,5246,3106603.331810386,North-Eastern Region
Manipur,2020,3,Peer-to-peer payments,774786,4301284799.331292,North-Eastern Region
Manipur,2020,3,Recharge & bill payments,464659,113190539.1496906,North-Eastern Region
Manipur,2020,3,Merchant payments,170653,195132026.6311202,North-Eastern Region
Manipur,2020,3,Financial Services,1878,1593035.944066228,North-Eastern Region
Manipur,2020,3,Others,8192,4775719.8143366445,North-Eastern Region
Manipur,2020,4,Peer-to-peer payments,892853,5172499337.5304365,North-Eastern Region
Manipur,2020,4,Recharge & bill payments,436450,114202616.34869759,North-Eastern Region
Manipur,2020,4,Merchant payments,289050,307902115.3820773,North-Eastern Region
Manipur,2020,4,Financial Services,1806,2448402.9142817147,North-Eastern Region
Manipur,2020,4,Others,7693,5172086.283260544,North-Eastern Region
Manipur,2021,1,Peer-to-peer payments,1117829,6402367883.667422,North-Eastern Region
Manipur,2021,1,Recharge & bill payments,796590,223955812.5864439,North-Eastern Region
Manipur,2021,1,Merchant payments,377280,433297594.1352152,North-Eastern Region
Manipur,2021,1,Financial Services,3398,4385333.1754908115,North-Eastern Region
Manipur,2021,1,Others,8438,6280890.914669826,North-Eastern Region
Manipur,2021,2,Peer-to-peer payments,1372821,7041837917.785187,North-Eastern Region
Manipur,2021,2,Recharge & bill payments,1187952,305103750.5728581,North-Eastern Region
Manipur,2021,2,Merchant payments,510734,531484849.4914169,North-Eastern Region
Manipur,2021,2,Financial Services,4165,4256098.232237183,North-Eastern Region
Manipur,2021,2,Others,10603,7145346.314942012,North-Eastern Region
Manipur,2021,3,Peer-to-peer payments,1819423,9134806594.528189,North-Eastern Region
Manipur,2021,3,Recharge & bill payments,1368584,367664440.5323726,North-Eastern Region
Manipur,2021,3,Merchant payments,735707,889317377.086526,North-Eastern Region
Manipur,2021,3,Financial Services,3460,5625517.975461649,North-Eastern Region
Manipur,2021,3,Others,14222,9447098.78230339,North-Eastern Region
Manipur,2021,4,Peer-to-peer payments,2199970,10998828287.529041,North-Eastern Region
Manipur,2021,4,Recharge & bill payments,1451488,412791673.80376637,North-Eastern Region
Manipur,2021,4,Merchant payments,1013985,1229517397.456187,North-Eastern Region
Manipur,2021,4,Financial Services,4671,5941100.580610943,North-Eastern Region
Manipur,2021,4,Others,17325,11393578.84222715,North-Eastern Region
Manipur,2022,1,Peer-to-peer payments,2517626,12169368063.4095,North-Eastern Region
Manipur,2022,1,Recharge & bill payments,1528476,469035958.3484127,North-Eastern Region
Manipur,2022,1,Merchant payments,1247205,1489604137.209088,North-Eastern Region
Manipur,2022,1,Financial Services,4878,6057615.527015026,North-Eastern Region
Manipur,2022,1,Others,15494,10435303.87979853,North-Eastern Region
Manipur,2022,2,Peer-to-peer payments,2843426,12704512238.8096,North-Eastern Region
Manipur,2022,2,Merchant payments,1709547,1757831052.0706978,North-Eastern Region
Manipur,2022,2,Recharge & bill payments,1533778,448637966.718931,North-Eastern Region
Manipur,2022,2,Financial Services,4069,4753628.558008127,North-Eastern Region
Manipur,2022,2,Others,14812,7175748.992065379,North-Eastern Region
Manipur,2022,3,Peer-to-peer payments,3127266,12927705072.13747,North-Eastern Region
Manipur,2022,3,Merchant payments,1829741,2010460357.0881658,North-Eastern Region
Manipur,2022,3,Recharge & bill payments,1379911,432182393.8403873,North-Eastern Region
Manipur,2022,3,Financial Services,4524,4671353.405444902,North-Eastern Region
Manipur,2022,3,Others,11300,6411090.828254536,North-Eastern Region
Manipur,2022,4,Peer-to-peer payments,3259645,13133729481.472109,North-Eastern Region
Manipur,2022,4,Merchant payments,1828984,2074698993.4220653,North-Eastern Region
Manipur,2022,4,Recharge & bill payments,1325391,406031254.0798015,North-Eastern Region
Manipur,2022,4,Financial Services,4691,5754919.963910458,North-Eastern Region
Manipur,2022,4,Others,9959,5742049.403589871,North-Eastern Region
Meghalaya,2018,1,Recharge & bill payments,31857,6028476.149090356,North-Eastern Region
Meghalaya,2018,1,Peer-to-peer payments,13274,55943496.515886314,North-Eastern Region
Meghalaya,2018,1,Merchant payments,1605,2395888.4397623385,North-Eastern Region
Meghalaya,2018,1,Financial Services,532,144318.2545571151,North-Eastern Region
Meghalaya,2018,1,Others,2303,1738080.43060439,North-Eastern Region
Meghalaya,2018,2,Recharge & bill payments,42625,9657896.164724296,North-Eastern Region
Meghalaya,2018,2,Peer-to-peer payments,19894,101140464.66239841,North-Eastern Region
Meghalaya,2018,2,Merchant payments,2929,3663446.436220131,North-Eastern Region
Meghalaya,2018,2,Financial Services,592,580648.3434132106,North-Eastern Region
Meghalaya,2018,2,Others,1817,1962212.2350756058,North-Eastern Region
Meghalaya,2018,3,Recharge & bill payments,60625,14231601.45337125,North-Eastern Region
Meghalaya,2018,3,Peer-to-peer payments,40832,187460582.0575471,North-Eastern Region
Meghalaya,2018,3,Merchant payments,5802,5458930.689379572,North-Eastern Region
Meghalaya,2018,3,Financial Services,748,552674.5783359876,North-Eastern Region
Meghalaya,2018,3,Others,2283,2149872.755760235,North-Eastern Region
Meghalaya,2018,4,Recharge & bill payments,82962,18100891.63734417,North-Eastern Region
Meghalaya,2018,4,Peer-to-peer payments,58952,301941442.7059927,North-Eastern Region
Meghalaya,2018,4,Merchant payments,15768,14434314.19334248,North-Eastern Region
Meghalaya,2018,4,Financial Services,763,190875.18848979956,North-Eastern Region
Meghalaya,2018,4,Others,2687,2918155.2795046642,North-Eastern Region
Meghalaya,2019,1,Recharge & bill payments,98817,23006751.7955049,North-Eastern Region
Meghalaya,2019,1,Peer-to-peer payments,90694,358932132.1046898,North-Eastern Region
Meghalaya,2019,1,Merchant payments,16073,14297275.23052785,North-Eastern Region
Meghalaya,2019,1,Financial Services,659,62335.064750311045,North-Eastern Region
Meghalaya,2019,1,Others,2498,2738667.957962149,North-Eastern Region
Meghalaya,2019,2,Recharge & bill payments,108812,27248605.429233354,North-Eastern Region
Meghalaya,2019,2,Peer-to-peer payments,97407,446537199.1735683,North-Eastern Region
Meghalaya,2019,2,Merchant payments,22588,15600927.00662913,North-Eastern Region
Meghalaya,2019,2,Financial Services,460,106800.75308155928,North-Eastern Region
Meghalaya,2019,2,Others,3019,3437756.744766518,North-Eastern Region
Meghalaya,2019,3,Recharge & bill payments,155949,38916251.421657145,North-Eastern Region
Meghalaya,2019,3,Peer-to-peer payments,116168,546221812.6889315,North-Eastern Region
Meghalaya,2019,3,Merchant payments,31201,23461321.88981022,North-Eastern Region
Meghalaya,2019,3,Financial Services,421,584192.9488108774,North-Eastern Region
Meghalaya,2019,3,Others,2811,3035023.204323471,North-Eastern Region
Meghalaya,2019,4,Recharge & bill payments,175084,43611775.02621875,North-Eastern Region
Meghalaya,2019,4,Peer-to-peer payments,163734,670870023.4297696,North-Eastern Region
Meghalaya,2019,4,Merchant payments,24430,25344714.50557894,North-Eastern Region
Meghalaya,2019,4,Financial Services,382,124511.63613216748,North-Eastern Region
Meghalaya,2019,4,Others,2351,2485447.192519395,North-Eastern Region
Meghalaya,2020,1,Recharge & bill payments,226214,59666071.21530793,North-Eastern Region
Meghalaya,2020,1,Peer-to-peer payments,216022,1013733312.3935759,North-Eastern Region
Meghalaya,2020,1,Merchant payments,57245,44125206.34755945,North-Eastern Region
Meghalaya,2020,1,Financial Services,473,402779.89033132966,North-Eastern Region
Meghalaya,2020,1,Others,2329,2207471.061039081,North-Eastern Region
Meghalaya,2020,2,Recharge & bill payments,382662,100570200.2527169,North-Eastern Region
Meghalaya,2020,2,Peer-to-peer payments,202270,998750895.9111594,North-Eastern Region
Meghalaya,2020,2,Merchant payments,46014,48980521.41595118,North-Eastern Region
Meghalaya,2020,2,Financial Services,1186,2944583.114737345,North-Eastern Region
Meghalaya,2020,2,Others,3263,2488953.643832149,North-Eastern Region
Meghalaya,2020,3,Recharge & bill payments,342484,97662913.13408674,North-Eastern Region
Meghalaya,2020,3,Peer-to-peer payments,194448,1065012681.71261,North-Eastern Region
Meghalaya,2020,3,Merchant payments,55595,67511647.1349487,North-Eastern Region
Meghalaya,2020,3,Financial Services,1587,4049966.8133478058,North-Eastern Region
Meghalaya,2020,3,Others,3465,2821792.5880408054,North-Eastern Region
Meghalaya,2020,4,Recharge & bill payments,350006,102794647.7641504,North-Eastern Region
Meghalaya,2020,4,Peer-to-peer payments,286252,1579858348.067054,North-Eastern Region
Meghalaya,2020,4,Merchant payments,111471,115136797.58942299,North-Eastern Region
Meghalaya,2020,4,Financial Services,1809,2774557.112070617,North-Eastern Region
Meghalaya,2020,4,Others,4470,3678221.666272167,North-Eastern Region
Meghalaya,2021,1,Peer-to-peer payments,326993,1794745857.318895,North-Eastern Region
Meghalaya,2021,1,Recharge & bill payments,306634,106098525.6561472,North-Eastern Region
Meghalaya,2021,1,Merchant payments,108805,147747773.0189682,North-Eastern Region
Meghalaya,2021,1,Financial Services,1777,3981898.0457751974,North-Eastern Region
Meghalaya,2021,1,Others,3437,2941223.950049905,North-Eastern Region
Meghalaya,2021,2,Recharge & bill payments,389959,129031455.70772581,North-Eastern Region
Meghalaya,2021,2,Peer-to-peer payments,366411,1885041503.797046,North-Eastern Region
Meghalaya,2021,2,Merchant payments,147406,173894963.0043967,North-Eastern Region
Meghalaya,2021,2,Financial Services,1766,2306496.854595862,North-Eastern Region
Meghalaya,2021,2,Others,4052,3342835.5268340455,North-Eastern Region
Meghalaya,2021,3,Peer-to-peer payments,473274,2348008593.21644,North-Eastern Region
Meghalaya,2021,3,Recharge & bill payments,418429,144363692.7522,North-Eastern Region
Meghalaya,2021,3,Merchant payments,199427,270311210.89072233,North-Eastern Region
Meghalaya,2021,3,Financial Services,1556,2379067.1150075165,North-Eastern Region
Meghalaya,2021,3,Others,5045,3937887.553600684,North-Eastern Region
Meghalaya,2021,4,Peer-to-peer payments,669693,3233210261.728197,North-Eastern Region
Meghalaya,2021,4,Recharge & bill payments,447310,165277548.4594013,North-Eastern Region
Meghalaya,2021,4,Merchant payments,314445,442464385.0377933,North-Eastern Region
Meghalaya,2021,4,Financial Services,1989,2464327.9242311358,North-Eastern Region
Meghalaya,2021,4,Others,6756,5348877.036531466,North-Eastern Region
Meghalaya,2022,1,Peer-to-peer payments,801009,3899172008.7001147,North-Eastern Region
Meghalaya,2022,1,Recharge & bill payments,459530,192026788.60457042,North-Eastern Region
Meghalaya,2022,1,Merchant payments,405859,563004043.9315958,North-Eastern Region
Meghalaya,2022,1,Financial Services,2134,3019251.8598936894,North-Eastern Region
Meghalaya,2022,1,Others,6218,5116238.235718384,North-Eastern Region
Meghalaya,2022,2,Peer-to-peer payments,977816,4359000096.157877,North-Eastern Region
Meghalaya,2022,2,Merchant payments,591364,714995836.5962032,North-Eastern Region
Meghalaya,2022,2,Recharge & bill payments,467745,200896879.69103923,North-Eastern Region
Meghalaya,2022,2,Financial Services,1880,2406087.095158501,North-Eastern Region
Meghalaya,2022,2,Others,5844,4192522.344518611,North-Eastern Region
Meghalaya,2022,3,Peer-to-peer payments,2050942,7796315453.507147,North-Eastern Region
Meghalaya,2022,3,Merchant payments,1486098,1468318733.135396,North-Eastern Region
Meghalaya,2022,3,Recharge & bill payments,810017,330230375.9276109,North-Eastern Region
Meghalaya,2022,3,Financial Services,3504,3106775.3857113793,North-Eastern Region
Meghalaya,2022,3,Others,8604,5329459.165683068,North-Eastern Region
Meghalaya,2022,4,Peer-to-peer payments,1901671,7328913724.3339405,North-Eastern Region
Meghalaya,2022,4,Merchant payments,1334431,1381013596.832624,North-Eastern Region
Meghalaya,2022,4,Recharge & bill payments,685678,278377945.4316914,North-Eastern Region
Meghalaya,2022,4,Financial Services,3544,3564357.119764914,North-Eastern Region
Meghalaya,2022,4,Others,7124,4671532.630633753,North-Eastern Region
Mizoram,2018,1,Recharge & bill payments,10155,2199565.258913744,North-Eastern Region
Mizoram,2018,1,Peer-to-peer payments,6845,41186717.27800166,North-Eastern Region
Mizoram,2018,1,Merchant payments,616,1066002.1670622267,North-Eastern Region
Mizoram,2018,1,Financial Services,260,65022.49896840689,North-Eastern Region
Mizoram,2018,1,Others,685,709912.772844791,North-Eastern Region
Mizoram,2018,2,Recharge & bill payments,13550,3107406.501616686,North-Eastern Region
Mizoram,2018,2,Peer-to-peer payments,11427,77040044.25291511,North-Eastern Region
Mizoram,2018,2,Merchant payments,1310,2368711.975892641,North-Eastern Region
